id,target,comment,label,language,source,transformation
18339,Les personnes assurées devraient-elles contribuer davantage aux coûts de la santé (p. ex. en augmentant la franchise minimale)?,Le parlement vient de refuser une augmentation de la franchise minimale puisqu'elle pose déjà des problèmes à un certain nombre de ménages. Mais l'effet de seuil (surconsommation dès que la franchise est atteinte) du système actuel est insatisfaisant.,AGAINST,fr,X-Stance,Le parlement vient d'accepter une augmentation de la franchise minimale puisqu'elle ne pose aucun problème aux ménages. Et l'effet de seuil (surconsommation dès que la franchise est atteinte) du système actuel est satisfaisant. 
23683,Les personnes assurées devraient-elles contribuer davantage aux coûts de la santé (p. ex. en augmentant la franchise minimale)?,"cela ne sert à rien car ne fait pas baisser les coûts de la santé mais les déplace. Il faut baisser les coûts par exemple en diminuant le catalogue de base ou bien en limitant l'utilisation des moyens technologiques ou encore en limitant l'accès directe aux spécialistes.
Concernant les caisses, il me semble que la création d'une caisse maladie fédérale pour les maladies incurables et les maladies orphelines serait une bonne chose.",AGAINST,fr,X-Stance,"cela servirait à baisser les coûts de la santé. Plutôt que de, par exemple, diminuer le catalogue de base ou bien limiter l'utilisation des moyens technologiques ou encore limiter l'accès direct aux spécialistes. Concernant les caisses, il me semble que la création d'une caisse maladie fédérale pour les maladies incurables et les maladies orphelines ne serait pas une bonne chose. "
89274,L'importation facilitée des denrées alimentaires provenant de l'UE (principe du Cassis de Dijon) devrait-elle être exclue?,"Le principe du cassis de Dijon contribue à soulager la pression sur les bas et moyens revenus en faisant baisser certains prix. Parallèlement, cela pousse les producteurs suisses (pas nécessairement compétitifs niveau prix) à se démarquer grâce à la qualité de leurs produits.",AGAINST,fr,X-Stance,"Le principe du cassis de Dijon contribue à aggraver la pression sur les bas et moyens revenus en faisant augmenter certains prix. Parallèlement, cela empêche les producteurs suisses (pas nécessairement compétitifs niveau prix) de se démarquer grâce à la qualité de leurs produits."
88708,La politique régionale de la Confédération doit-elle se concentrer davantage sur le développement économique dans les villes et les agglomérations?,"L'objectif de la politique régionale est en principe de soutenir le développement des régions périphériques. On peut tout à fait soutenir les villes et les agglomérations, mais alors il faut le faire avec d'autres instruments ciblés et adaptés et, comme pour la politique régionale, soumettre ces soutiens à des critères de durabilité.",AGAINST,fr,X-Stance,"L'objectif de la politique régionale devrait être de soutenir toutes les régions, ainsi que les villes et les agglomérations, d'une manière qui soit équitable, et soumise à des critères de durabilité. "
25526,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,"Oui. Le drame vécu par les imprimeurs typos, poussés brusquement à passer de la typographie à l'offset et autres techniques informatisées, a révélé une grande irresponsabilité de l'État et des magnats de la branche reconvertie.",FAVOR,fr,X-Stance,"Non. Le drame vécu par les imprimeurs typos, poussés brusquement à passer de la typographie à l’offset et autres techniques informatisées, montre que l’intervention de l’État et des magnats de la branche reconvertie a été déjà excessive et mal orientée."
81272,Seriez-vous favorable à l'introduction d'un quota de femmes au sein des conseils d'administration et des directions des entreprises cotées en bourse?,Le concept de quota est contraire au principe d'égalité des chances.,AGAINST,fr,X-Stance, Le concept de quota est une action efficace en faveur du principe d'égalité des chances. 
46497,"Selon vous, les moyens légaux permettant de recourir à l’analyse ADN lors d’enquêtes devraient-ils être étendus?",Ces deux institutions - justice et police -  avant d'obtenir des moyens supplémentaires d'analyses doivent réformer leurs fonctionnements.,AGAINST,fr,X-Stance,Ces deux institutions - justice et police - ont besoin d'obtenir des moyens légaux supplémentaires d'analyse et de réformer leurs fonctionnements. 
41229,"Selon vous, les moyens légaux permettant de recourir à l’analyse ADN lors d’enquêtes devraient-ils être étendus?",C'est une manière d'éviter des erreurs et donc de trouver les réels coupables.,FAVOR,fr,X-Stance,C'est une manière de provoquer des erreurs et donc de masquer les réels coupables.
74522,"Seriez-vous favorable à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes?","Nous sommes favorables au service civil obligatoire pour toutesn et tous, mais sommes opposé au service militaire obligatoire",AGAINST,fr,X-Stance,"Nous sommes favorables au service civil obligatoire pour toutesn et tous, en particulier au service militaire obligatoire."
40509,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,Notamment la production d'énergies renouvelables décentralisées et gérée par des collectivités locales.,FAVOR,fr,X-Stance,Surtout décourager la production d'énergies renouvelables décentralisées et gérées par des collectivités locales.
83136,Seriez-vous favorable à l'introduction d'un quota de femmes au sein des conseils d'administration et des directions des entreprises cotées en bourse?,Il y a d'autres solutions au plafond de verre qui évitent d'étiqueter des personnes selon leur sexe.,AGAINST,fr,X-Stance,Il n'y a pas d'autres solutions au plafond de verre qui évitent d'étiqueter des personnes selon leur sexe.
25093,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,En particulier les énergies renouvelables indigènes.,FAVOR,fr,X-Stance,"Non, même les énergies renouvelables indigènes."
91166,Approuveriez-vous une interdiction générale de publicité pour l’alcool et le tabac?,"Limiter la publicité sur ces produits considérés comme néfastes relèvent du bon sens, particulièrement pour les publicités ayant comme public-cibles les jeunes.",FAVOR,fr,X-Stance,"Limiter la publicité sur ces produits considérés comme néfastes ne relève pas forcément du bon sens, même pour les publicités ayant comme public-cibles les jeunes."
23209,"Êtes-vous favorable à l'introduction de péages routiers (""Road pricing"") pour le transport individuel motorisé sur les routes très fréquentées?",Je suis pour une vignette différente pour les suisse et les étrangers qui utilisent nos routes au rabais.,AGAINST,fr,X-Stance,Je suis pour une vignette pour les suisse et les étrangers qui utilisent nos routes.
142508,"Êtes-vous favorable à l'introduction de péages routiers (""Road pricing"") pour le transport individuel motorisé sur les routes très fréquentées?","Il faut envisager la solution de manière multimodale. La tarification de la mobilité vise une utilisation plus efficace des capacités routières et ferroviaire, contrairement au Road pricing qui ne vise qu'à limiter le trafic routier.",AGAINST,fr,X-Stance,"Il faut envisager la solution de manière multimodale. La tarification de la mobilité vise une utilisation plus efficace des capacités routières et ferroviaires, et le Road pricing peut y contribuer en limitant le trafic routier."
30495,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,"Pour les spécialistes de la santé du groupe parlementaire des VERTS, la mise en oeuvre de cette initiative est peu claire. Par ex.: le plafonnement des dépenses se fera-t-il au détriment de la qualité et de la sécurité des soins?",AGAINST,fr,X-Stance,"Pour les spécialistes de la santé du groupe parlementaire des VERTS, la mise en oeuvre de cette initiative est peu claire. Je soutiens l’initiative si, par ex., le plafonnement des dépenses ne se fera pas au détriment de la qualité et de la sécurité des soins."
119177,L'État devrait-il engager davantage de moyens financiers dans l'intégration des étrangers?,"Si le thème est aujourd'hui central en Suisse, c'est parce que les étrangers d'aujourd'hui ne se sont pas intégrés comme ceux d'hier (immigration du Sud de l'Europe des années 50 à 70). Il me semble normal que l'État fasse son maximum pour favoriser cette intégration.",FAVOR,fr,X-Stance,"Si le thème n'est pas aujourd'hui central en Suisse, c'est parce que les étrangers d'aujourd'hui s'intègrent comme ceux d'hier (immigration du Sud de l'Europe des années 50 à 70). Il ne me semble pas normal que l'État engage davantage de moyens pour favoriser cette intégration."
71798,"Seriez-vous favorable à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes?",L'engagement au service de la communauté ne se fait pas par décret et sous contrainte.,AGAINST,fr,X-Stance,L'engagement au service de la communauté peut se décréter par la contrainte.
127913,"En Suisse, l'interruption de grossesse est autorisée pendant les douze premières semaines de la grossesse. Êtes-vous d'accord avec cela?","Il faut au contraire responsabiliser les gens sur la portée de l'acte sexuel, qui est d'abord un acte de procréation avant un plaisir. La vie humaine commence à la conception. Dépénaliser l'avortement, c'est déresponsabiliser les citoyens, c'est permettre le meurtre au nom de la liberté individuelle.",AGAINST,fr,X-Stance,"Il ne faut pas culpabiliser les gens au sujet de l'acte sexuel, qui est d'abord un acte de plaisir avant un acte de procréation. La vie humaine ne commence pas à la conception. Pénaliser l'avortement, c'est priver les citoyens de leur liberté individuelle.
"
41300,L'État devrait-il renforcer son soutien financier à la création de structures d'accueil extra-familial?,"Les familles qui gardent eux-mêmes leurs enfants doivent être récompensées par des déductions fiscales et ce modèle doit être privilégié, mais on doit aussi aider celles qui n'ont guère d'autres choix que les accueils extra-familiaux.",FAVOR,fr,X-Stance,"Les familles qui gardent eux-mêmes leurs enfants doivent être récompensées par des déductions fiscales et ce modèle doit être privilégié, mais il ne faut pas aider celles qui n'ont guère d'autres choix que les accueils extra-familiaux."
77050,Êtes-vous favorable à l’adaptation des directives de l’aide sociale qui prévoit une réduction des prestations pour les familles nombreuses et les jeunes adultes?,La réduction des prestations est un des moyens pour éviter l'effet de seuil et redonner au travail salarié la priorité sur l'assistance.,FAVOR,fr,X-Stance,La réduction des prestations ne permet pas d’éviter l'effet de seuil et de redonner au travail salarié la priorité sur l'assistance.
28767,Une initiative demande que les subsides aux assurances maladie soient conçus de manière à ce que personne n'ait à consacrer plus de dix pour cent de son revenu disponible au paiement des primes. Soutenez-vous cette proposition?,C'est essentiel. Le système des subsides ne fonctionne plus à force de vouloir faire des économies.,FAVOR,fr,X-Stance,"Ce n’est pas essentiel. Le système des subsides fonctionne bien, et il faudrait encore faire des économies."
71357,"À votre avis, l’application rigoureuse de l’initiative sur l’immigration de masse doit-elle avoir la priorité sur le maintien des accords bilatéraux conclus avec l’UE?",Si cela est juridiquement compatible avec la mise en oeuvre de l'initiative.,FAVOR,fr,X-Stance,Cela est juridiquement incompatible avec la mise en oeuvre de l'initiative.
71069,Les permis de séjour des migrants et migrantes non ressortissants des Etats membres de l’UE/AELE devraient-ils être obligatoirement liés au respect de la Convention d’intégration?,"Dans notre canton, il y a un tissu économique basé sur des ressortissants non UE/AELE, qui travaille notamment dans des multinationales, la banque et les organisations internationales et dont il faut tenir compte pour une telle politique.",AGAINST,fr,X-Stance,"Dans notre canton, même s'il existe un tissu économique basé sur des ressortissants non UE/AELE, qui travaille notamment dans des multinationales, la banque et les organisations internationales, il ne faut pas forcément en tenir compte pour une telle politique."
42640,Êtes-vous en faveur de l'abaissement de l'âge de vote à 16 ans?,"Ce n'est pas une priorité mais on peut en parler, si la demande provient d'une majorité de jeunes",FAVOR,fr,X-Stance,"Ce n'est pas une priorité et il n’est pas nécessaire d’en parler, même si la demande provient d'une majorité de jeunes"
40216,Êtes-vous favorable à l'acquisition de nouveaux avions de combat pour l'armée suisse?,"Plus que la simple acquisition de nouveaux avions de combat, il s'agit d'un véritable acte de souveraineté et implique un partenariat stratégique avec le pays fournisseur.",FAVOR,fr,X-Stance,"Plus que la simple acquisition de nouveaux avions de combat, il s'agit d'un acte qui fragilise notre souveraineté et implique une dépendance stratégique avec le pays fournisseur."
18340,Approuveriez-vous le principe du consentement présumé pour le don d’organes?,"C'est une prouesse de savoir-faire et de technologie médicale et il est utile d'informer le public sur la possibilité de don, mais la dignité humaine (et donc le libre choix de chacun d'y consentir ou non) doit être placée plus haut dans l'échelle des valeurs.",AGAINST,fr,X-Stance,C'est une prouesse de savoir-faire et de technologie médicale et il est utile d'informer le public sur la possibilité de don. La dignité humaine (et donc le libre choix de chacun d'y consentir ou non) doit être placée plus bas dans l'échelle des valeurs.
74501,Seriez-vous favorable à ce que des prestations complémentaires pour les familles à faible revenu soient introduites à l’échelon national?,Nous devons soutenir les familles et plus particulièrement les familles dans le besoin,FAVOR,fr,X-Stance,"Nous ne devons pas soutenir les familles, même les familles dans le besoin"
128184,L'acquisition d'une propriété d'habitation habitée par le propriétaire lui-même doit-elle être encouragée de manière plus importante grâce à des déductions d'impôts pour l'épargne logement?,"La propriété privée du logement donne une assurance que la location ne donne pas. Dans ce sens il faut toutefois privilégier l'accession à la propriété privée du logement dans des habitats groupés privilégiant l'efficacité énergétique, les énergies renouvelables et la biodiversité.",FAVOR,fr,X-Stance," La propriété privée du logement ne donne pas d'assurance que la location ne donne pas déjà. Dans ce sens il faut privilégier la location dans des habitats groupés privilégiant l'efficacité énergétique, les énergies renouvelables et la biodiversité. "
114732,"Le droit pénal des mineurs doit-il, à l'avenir, mettre plus de poids sur l'attribution de peines de détention plus longues dans des établissement fermés plutôt que sur des mesures de resocialisation?",Ces 2 éléments doivent être combinés en fonction des cas particuliers. Toutefois la détention doit rester une vraie alternative lorsque cela est nécessaire.,FAVOR,fr,X-Stance,"Ces 2 éléments doivent être combinés en fonction des cas particuliers. Toutefois, la resocialisation doit rester une vraie alternative lorsque cela est nécessaire."
143552,Êtes-vous en faveur de l'abaissement de l'âge de vote à 16 ans?,Je ne suis pas en faveur d'un décalage entre la majorité civile et la majorité politique.,AGAINST,fr,X-Stance, Je suis en faveur d'un décalage entre la majorité civile et la majorité politique. 
121800,Le Conseil fédéral veut introduire des réglementations renforcées  (par ex. prescriptions relatives aux fonds propres) outrepassant les directives internationales courantes concernant le fonctionnement des grandes banques (problématique du too big to fail). Soutenez-vous cela?,"En revanche, la Confédération ne devrait pas intervenir pour sauver des entreprises au bord de la faillite.",AGAINST,fr,X-Stance,la Confédération devrait intervenir pour sauver des entreprises au bord de la faillite.
17883,L'introduction du vote électronique lors des votations et des élections (E-Voting) devrait-elle être poursuivie?,Si les banques sont relativement sûre pourquoi pas un système de vote. C'est une question de volonté.,FAVOR,fr,X-Stance," Si les banques sont vulnérables, pourquoi pas un système de vote. Ce n'est pas qu'une question de volonté. "
89092,Êtes-vous favorable à l’adaptation des directives de l’aide sociale qui prévoit une réduction des prestations pour les familles nombreuses et les jeunes adultes?,"Réduire les prestations en cours de route, pour les familles qui ont déjà plusieurs enfants, ne me paraît pas correct. Si les règles doivent être durcies, qu'elles le soient pour les familles à venir. 
Concernant la prise en charge des jeunes, il faut valoriser le fait d'avoir un travail : c'est une condition indispensable pour trouver sa place dans la société et être un citoyen libre et responsable.",AGAINST,fr,X-Stance,"Réduire les prestations en cours de route, pour les familles qui ont déjà plusieurs enfants, me paraît correct. Si les règles doivent être durcies, qu'elles le soient aussi pour les familles actuelles. Concernant la prise en charge des jeunes, il faut valoriser le fait d'avoir un travail : c'est une condition indispensable pour trouver sa place dans la société et être un citoyen libre et responsable."
36646,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,Cette idée est bonne. Mais je veux connaître les mesures que la Confédération pourrait prendre avant de la soutenir.,AGAINST,fr,X-Stance, Cette idée est bonne. Je n'ai pas besoin de connaître les mesures que la Confédération pourrait prendre avant de la soutenir. 
75428,"À votre avis, l’application rigoureuse de l’initiative sur l’immigration de masse doit-elle avoir la priorité sur le maintien des accords bilatéraux conclus avec l’UE?",Cette initiative est un réaction émotionnelle basée sur des sentiments non-fondés afin d'en cacher le racisme intrinsèque d'une telle démarche.,AGAINST,fr,X-Stance," Cette initiative est un réaction émotionnelle basée sur des sentiments fondés, il n'ya pas de racisme intrinsèque à une telle démarche. "
81270,Une deuxième langue nationale devrait-elle être enseignée à l’école primaire dans tous les cantons?,"La capacité à communiquer avec nos concitoyens est le ciment de notre société et doit être encourager. 

C'est une richesse culturelle qu'il faut soutenir.",FAVOR,fr,X-Stance,La capacité à communiquer avec nos concitoyens n’est pas le ciment de notre société et ne doit pas être encourager. Ce n’est pas une richesse culturelle qu’il faut soutenir.
