id,target,comment,label,language,source,transformation,translation,target_lang,rtt
75603,Seriez-vous favorable à une augmentation de la franchise minimale de l’assurance maladie obligatoire (LAMal) de 300 à 500 CHF?,"C'est proprement scandaleux, alors que les caisses-maladie privées accumulent des réserves faramineuses en toute opacité. Ce système d'escroquerie organisée qu'est un système de santé privé et soumis aux lois du marché (biaisées en l'occurence) n'a que trop duré. Il est grand temps de le remplacer par une caisse unique et publique, avec des primes en fonction du revenu",AGAINST,fr,X-Stance,"Ce n'est pas scandaleux, puisque les caisses-maladie publiques sont dépourvues de réserves suffisantes en toute transparence. Ce système de santé  privé et soumis aux lois du marché a encore sa place. Il n'est pas nécessaire de le remplacer par une caisse unique et publique, avec des primes en fonction du revenu","This is not scandalous, since public health insurance funds lack sufficient reserves in complete transparency. This private health , subject to market laws, still has its place. It is not necessary to replace it with a single public fund, with premiums based on income",en,"Ce n'est pas scandaleux, puisque les fonds d'assurance maladie publique manquent de réserves suffisantes en toute transparence. Cette santé privée, soumise aux lois du marché, a encore sa place. Il n'y a pas lieu de la remplacer par un fonds public unique, avec des primes basées sur le revenu"
24489,L'introduction du vote électronique lors des votations et des élections (E-Voting) devrait-elle être poursuivie?,"Il est essentiel de chercher des meilleurs moyens pour garantir la participation aux votations, notamment pour les jeunes, les personnes à mobilité réduite ou depuis l'étranger. Toutefois, le système utilisé doit être fiable à 100%, ce qui n'est pas le cas aujourd'hui, et nous ne pouvons pas prendre de risque avec cela.",AGAINST,fr,X-Stance,"Il est essentiel de chercher des meilleurs moyens pour garantir la participation aux votations, notamment pour les jeunes, les personnes à mobilité réduite ou depuis l'étranger. Bien que le système utilisé ne soit pas fiable à 100%, ce qui est le cas aujourd'hui, nous pouvons néanmoins prendre de risque avec cela.","It is essential to look for better ways to guarantee participation in voting, especially for young people, people with reduced mobility, or those from abroad. Although the used is not reliable at all, which is the case today, we can still take the risk with it.",en,"Il est essentiel de rechercher de meilleures façons de garantir la participation au vote, en particulier pour les jeunes, les personnes à mobilité réduite ou celles qui sont à l'étranger. Bien que l'utilisation ne soit pas du tout fiable, comme c'est le cas aujourd'hui, nous pouvons encore prendre le risque avec elle."
27515,"Une vaccination obligatoire des enfants, basée sur le plan de vaccination suisse, devrait-elle être instaurée?","Les théories anti-vaccins sont aussi irrationnelles que dangereuses, et ont directement pour effet de faire réapparaître des maladies que l'on avait pensé éradiquées. Mais l'obligation ne doit clairement porter que sur les vaccins dont la nécessité est reconnue (hors de question, par exemple, de rendre obligatoire le vaccin contre la grippe)",FAVOR,fr,X-Stance,"Les théories anti-vaccins sont aussi rationnelles que bénéfiques, et n'ont pas directement pour effet de faire réapparaître des maladies que l'on avait pensé éradiquées. Aucune obligation ne devrait porter sur les vaccins, peu importe que leur nécessité soit reconnue (sans parler, par exemple, de rendre obligatoire le vaccin contre la grippe)","Anti-vaccination theories are as rational as they are beneficial, and do not directly result in the reappearance of diseases that were thought to have been eradicated. There should be no obligation on vaccines, regardless of whether their necessity is recognized (not to mention, for example, making the flu vaccine mandatory)",en,"Les théories anti-vaccins sont aussi rationnelles qu'utiles et n'entraînent pas directement la réapparition de maladies que l'on croyait éradiquées. Il ne devrait pas y avoir d'obligation concernant les vaccins, que leur nécessité soit reconnue ou non (sans parler, par exemple, de rendre le vaccin contre la grippe obligatoire)."
74543,Êtes-vous favorable à l’adaptation des directives de l’aide sociale qui prévoit une réduction des prestations pour les familles nombreuses et les jeunes adultes?,"L'aide sociale est un filet essentiel pour de nombreuses personnes en situation de précarité, qui sont de plus en plus nombreuses. S'y attaquer est inacceptable.",AGAINST,fr,X-Stance,"L'aide sociale n'est pas un filet essentiel pour de nombreuses personnes en situation de précarité, qui sont de plus en plus nombreuses. S'y attaquer est acceptable.","Social assistance is not an essential safety net for many people in precarious situations, and there are more and more of them. Addressing this is acceptable.",en,"L'aide sociale n'est pas un filet de sécurité essentiel pour de nombreuses personnes en situation précaire, et elles sont de plus en plus nombreuses. Il est acceptable de s'attaquer à ce problème."
77536,Le financement des partis ainsi que celui des campagnes pour les élections et les votations devrait-il être complètement transparent?,Une telle mesure contreviendrait au respect des libertés individuelles et de la sphère privée. Une personne doit avoir le droit de financer un parti politique sans que l'Etat en ait connaissance. Doivent évidemment être soumis à l'investigation étatique les financements de partis ou de mouvements politiques qui préconisent le recours au terrorisme.,AGAINST,fr,X-Stance,Une telle mesure serait conforme au respect des libertés individuelles et de la sphère privée. Une personne ne doit pas avoir le droit de financer un parti politique sans que l'Etat en ait connaissance. Doivent évidemment être soumis à l'investigation étatique les financements de partis ou de mouvements politiques qui préconisent le recours au terrorisme.,"Such a measure would be in line with respect for individual freedoms and the private sphere. A person should not have the right to finance a political party without the state being aware of it. Funding for parties or political movements that advocate the use of terrorism should, of course, be subject to state investigation.",en,"Une telle mesure serait conforme au respect des libertés individuelles et de la sphère privée. Une personne ne devrait pas avoir le droit de financer un parti politique sans que l'État en soit informé. Le financement des partis ou des mouvements politiques qui préconisent le recours au terrorisme devrait, bien entendu, faire l'objet d'une enquête étatique."
41405,Êtes-vous en faveur de l'abaissement de l'âge de vote à 16 ans?,Les grèves du climat ont montré que les jeunes ont besoin de s'exprimer sur l'avenir qui sera majoritairement le leur!,FAVOR,fr,X-Stance, Les grèves du climat ont montré que les jeunes ont d'autres moyens de s'exprimer sur l'avenir qui sera majoritairement le leur! ,Climate strikes have shown that young people have other ways to express themselves about the future that will mostly be theirs!,en,Les grèves pour le climat ont montré que les jeunes ont d’autres moyens de s’exprimer sur l’avenir qui sera majoritairement le leur!
145346,La consommation de cannabis devrait-elle être légalisée?,Je ne soutiens pas la consommation mais soutiens la légalisation. Cela permet de mieux encadrer et sensibiliser ainsi que d'internaliser les coûts externes pour la santé générés par les consommateurs.,FAVOR,fr,X-Stance,Je soutiens  la consommation mais je ne soutiens pas la légalisation. Cela ne permet pas de mieux encadrer et sensibiliser ni d'internaliser les coûts externes pour la santé générés par les consommateurs. ,"I support consumption, but I don't support legalization. It doesn't allow for better regulation and awareness, nor does it internalize the external health costs generated by consumers.",en,"Je soutiens la consommation, mais pas la légalisation. Elle ne permet pas une meilleure régulation et sensibilisation, ni l'internalisation des coûts de santé externes générés par les consommateurs."
36253,Êtes-vous en faveur d'un contrôle plus strict de l'égalité des salaires entre hommes et femmes?,"La discrimination positive n’est pas la solution aux inégalités, elle l’accentue",AGAINST,fr,X-Stance,"La discrimination positive est la solution aux inégalités, elle les atténue.","Positive discrimination is the solution to inequalities, it mitigates them.",en,"La discrimination positive est la solution aux inégalités, elle les atténue."
28155,Une initiative demande que les règles de responsabilité des entreprises suisses en matière de respect des droits humains et des normes environnementales à l'étranger soient renforcées. Soutenez-vous cette proposition?,Cependant leur application ne doit pas ressembler à aucune forme «d'ingérence » de la part de la Suisse dans les pays concernés,FAVOR,fr,X-Stance,"En effet, leur application ressemble à une forme «d'ingérence » de la part de la Suisse dans les pays concernés ","Indeed, their application resembles a form of ""interference"" on the part of Switzerland in the countries concerned",en,"En effet, leur application ressemble à une forme d'« ingérence » de la Suisse dans les pays concernés"
41726,Le financement des partis ainsi que celui des campagnes pour les élections et les votations devrait-il être transparent?,Il s'agit de démocratie basique. Il faudrait aussi plafonner les montants maximum pour les campagnes afin de ne pas défavoriser des partis avec peu de ressources.,FAVOR,fr,X-Stance," S'agissant de démocratie, restons basiques. Il ne faudrait pas non plus plafonner les montants maximum pour les campagnes afin de ne pas favoriser des partis avec peu de ressources. ","When it comes to democracy, let's keep it simple. We should also not cap the maximum amounts for campaigns so as not to favor parties with little resources.",en,"Quand il s'agit de démocratie, gardons les choses simples. Nous ne devrions pas non plus plafonner les montants maximaux pour les campagnes afin de ne pas favoriser les partis avec peu de ressources."
26658,"Une vaccination obligatoire des enfants, basée sur le plan de vaccination suisse, devrait-elle être instaurée?",Si la vaccination obligatoire permet de prévenir des pandémies c'est une bonne option. Toutefois attention à ne pas définir des vaccins obligatoires pour enrichir les industries pharmaceutiques. Les vaccins obligatoires doivent répondre à un besoin de santé publique.,FAVOR,fr,X-Stance,"La vaccination obligatoire ne permet pas de prévenir des pandémies c'est une mauvaise option. De plus attention, définir des vaccins obligatoires conduit à enrichir les industries pharmaceutiques. Les vaccins obligatoires doivent répondre à un besoin de santé publique. ","Compulsory vaccination does not prevent pandemics; it is a bad option. Also, be careful, defining compulsory vaccines leads to enriching pharmaceutical industries. Compulsory vaccines must meet a public health need.",en,"La vaccination obligatoire n'empêche pas les pandémies ; c'est une mauvaise option. De plus, faites attention, définir des vaccins obligatoires conduit à l'enrichissement des industries pharmaceutiques. La vaccination obligatoire doit répondre à un besoin de santé publique."
36467,L'introduction du vote électronique lors des votations et des élections (E-Voting) devrait-elle être poursuivie?,"Sur le principe, je suis favorable au vote électronique et à la simplification de la participation démocratique. Cependant, l'introduction définitive du vote électronique n'est possible que si celui-ci est suffisamment sécurisé et réalisé avec un système uniquement gouvernemental. A cet égard, la suspension du modèle développé par La Poste en partenariat avec l'opérateur espagnol Scytl est une bonne chose.",AGAINST,fr,X-Stance,"Sur le principe, je suis favorable au vote électronique et à la simplification de la participation démocratique. L'introduction définitive du vote électronique est possible car celui-ci est suffisamment sécurisé et réalisé avec un système uniquement gouvernemental. A cet égard, la suspension du modèle développé par La Poste en partenariat avec l'opérateur espagnol Scytl est une bonne chose. ","In principle, I support electronic voting and the simplification of democratic participation. The definitive introduction of electronic voting is possible because it is sufficiently secure and carried out with a solely governmental . In this regard, the suspension of the model developed by La Poste in partnership with the Spanish operator Scytl is a good thing.",en,"En principe, je soutiens le vote électronique et la simplification de la participation démocratique. L'introduction définitive du vote électronique est possible parce qu'il est suffisamment sécurisé et effectué avec un seul gouvernement. À cet égard, la suspension du modèle développé par La Poste en partenariat avec l'opérateur espagnol Scytl est une bonne chose."
42100,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,"Actuellement de nombreux actes sont réalisés à double : il y a des pistes d'économies dans ce domaine. 
En revanche, la qualité et la sécurité des soins ne doivent pas être remis en cause.",AGAINST,fr,X-Stance," Actuellement de nombreux actes sont réalisés à double : il y a des pistes d'économies dans ce domaine. En plus, la qualité et la sécurité des soins ne seront pas remis en cause. ","Currently, many actions are being performed in duplicate: there are areas where savings can be made. In addition, the quality and safety of care will not be compromised.",en,"Actuellement, de nombreuses actions sont effectuées en double : il y a des domaines où des économies peuvent être réalisées. En outre, la qualité et la sécurité des soins ne seront pas compromises."
143670,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,Par une meilleure affectation de la taxe sur le CO2,FAVOR,fr,X-Stance, Il faudrait plutôt supprimer la taxe sur le CO2 ,The CO2 tax should rather be abolished,en,La taxe sur le CO2 devrait plutôt être supprimée
25522,La Confédération devrait-elle encourager davantage la construction de logements d'utilité publique?,"Pour une grande partie de la population salariée, c'est devenu un casse-tête, surtout avec une famille, de trouver un logement adéquat (surface, transports publics, équipement scolaire et parascolaire, terrains de jeu à proximité).",FAVOR,fr,X-Stance," Pour une grande partie de la population salariée, ce n'est pas difficile, même avec une famille, de trouver un logement adéquat (surface, transports publics, équipement scolaire et parascolaire, terrains de jeu à proximité). ","For a large part of the wage-earning population, it is not difficult, even with a family, to find adequate housing (space, public transportation, school and extracurricular equipment, playgrounds nearby).",en,"Pour une grande partie de la population active, il n'est pas difficile, même avec une famille, de trouver un logement adéquat (espace, transports en commun, équipement scolaire et parascolaire, terrains de jeux à proximité)."
114856,L'acquisition d'une propriété d'habitation habitée par le propriétaire lui-même doit-elle être encouragée de manière plus importante grâce à des déductions d'impôts pour l'épargne logement?,Cela semble une bonne solution dans la mesure où le financement de l'immobilier en Suisse se base fortement sur l'épargne personnelle. 20% de fonds propres sont exigés! Ce serait bien que la constitution de cette épargne soit privilégiée fiscalement.,FAVOR,fr,X-Stance, Cela peut sembler une bonne solution dans la mesure où le financement de l'immobilier en Suisse se base fortement sur l'épargne personnelle. Mais seulement 20% de fonds propres sont exigés! Ce n'est pas utile que la constitution de cette épargne soit privilégiée fiscalement. ,"This may seem like a good solution insofar as the financing of real estate in Switzerland is heavily based on personal savings. However, only 25% of equity is required! It is not useful that the formation of this savings is tax-privileged.",en,"Cela peut sembler une bonne solution dans la mesure où le financement de l'immobilier en Suisse est fortement basé sur l'épargne personnelle. Cependant, seulement ¼ du capital est requis! Il n'est pas utile que la constitution de cette épargne soit fiscalement privilégiée."
88125,"Les traitements médicaux par méthodes complémentaires (alternative) doivent-ils continuer à être pris en charge, après 2017, par l’assurance maladie obligatoire (LAMal)?","S'il y a preuve que ceux qui utilisent ces méthodes diminuent les frais de la médecine traditionelle, pourquoi-pas?",FAVOR,fr,X-Stance," Il y n'a aucune preuve que ceux qui utilisent ces méthodes diminuent les frais de la médecine traditionelle, alors certainement-pas. ","There is no evidence that those who use these methods reduce the costs of traditional medicine, so certainly not.",en,"Il n'y a aucune preuve que ceux qui utilisent ces méthodes réduisent les coûts de la médecine traditionnelle, donc certainement pas."
143582,Êtes-vous en faveur de l'abaissement de l'âge de vote à 16 ans?,"Avant d'octroyer le droit de vote, il faudrait donner une vraie éducation citoyenne aux jeunes.",AGAINST,fr,X-Stance,Octroyer le droit de vote donnera une vraie éducation citoyenne aux jeunes.,Granting the right to vote will give young people real civic education.,en,Accorder le droit de vote donnera aux jeunes une véritable éducation civique.
45735,Le moratoire actuel sur les plantes et les animaux génétiquement modifiés devrait-il être prolongé au-delà de 2021?,"Les OGM en tant que tels ne sont pas dangereux pour la santé, il faut par contre pouvoir en contrôler l'utilisation.",AGAINST,fr,X-Stance,"Les OGM en tant que tels sont dangereux pour la santé, il faut pouvoir en contrôler l'utilisation.","GMOs as such are dangerous for health, we need to be able to control their use.",en,"Les OGM en tant que tels sont dangereux pour la santé, nous devons pouvoir contrôler leur utilisation."
52197,Le moratoire actuel sur les plantes et les animaux génétiquement modifiés devrait-il être prolongé au-delà de 2021?,Les expertises sur les OGM n'ont été réalisées pour l'essentiel que par les entreprises qui les fabriquent. Juges et parties. C'est un non sens total.,FAVOR,fr,X-Stance, Les expertises sur les OGM ont été réalisées pour l'essentiel par des experts indépendants. Ce qui fait sens.,The expertise on GMOs was carried out mainly by independent experts. Which makes sense.,en,L'expertise sur les OGM a été réalisée principalement par des experts indépendants. Ce qui est logique.
114716,L'assurance invalidité n'attribue plus de rentes de l'AI en cas de troubles douloureux non décelables de manière objective (p. ex. après avoir subi un « coup du lapin »). Pensez-vous que cela soit justifié?,Accepter de délivrer une rente sur les seuls dires de la personne touchée autorise tous les abus.,FAVOR,fr,X-Stance,Ne pas accepter de délivrer une rente sur les seuls dires de la personne touchée autorise tous les abus.,Not agreeing to issue an annuity based solely on the word of the person affected allows for all kinds of abuse.,en,Ne pas accepter d'émettre une rente uniquement sur la parole de la personne concernée permet toutes sortes d'abus.
25488,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,Il est déjà possible de déduire ces diverses formations des impôts.,AGAINST,fr,X-Stance,Il ne suffit pas juste de déduire ces diverses formations des impôts.,It is not enough just to deduct these various trainings from taxes.,en,Il ne suffit pas de déduire ces différentes formations des impôts.
51171,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,"La santé ne coutera pas moins cher, au contraire. Les cantons et la Confédération doivent consentir à un invesstissement, en particulier dans les domaines de la prévention, actuellement à la seule charge de l'initiative privée et dans les soins ambulatoires, actuellement entièrement pris en charge par les primes.",FAVOR,fr,X-Stance,"La santé ne coutera pas moins cher. Les cantons et la Confédération doivent consentir à un invesstissement, en particulier dans les domaines de la prévention, actuellement à la seule charge de l'initiative privée et dans les soins ambulatoires, actuellement entièrement pris en charge par les primes.","Health will not be less expensive. The cantons and the Confederation must agree to an investment, particularly in the areas of prevention, currently the sole responsibility of private initiative, and outpatient care, currently entirely covered by premiums.",en,"La santé ne sera pas moins coûteuse. Les cantons et la Confédération doivent s'accorder sur un investissement, en particulier dans les domaines de la prévention, actuellement de la seule responsabilité de l'initiative privée, et des soins ambulatoires, actuellement entièrement couverts par les primes."
18339,Les personnes assurées devraient-elles contribuer davantage aux coûts de la santé (p. ex. en augmentant la franchise minimale)?,Le parlement vient de refuser une augmentation de la franchise minimale puisqu'elle pose déjà des problèmes à un certain nombre de ménages. Mais l'effet de seuil (surconsommation dès que la franchise est atteinte) du système actuel est insatisfaisant.,AGAINST,fr,X-Stance,Le parlement vient d'accepter une augmentation de la franchise minimale puisqu'elle ne pose aucun problème aux ménages. Et l'effet de seuil (surconsommation dès que la franchise est atteinte) du système actuel est satisfaisant. ,The parliament has just accepted an increase in the minimum deductible since it poses no problem for households. And the threshold effect (overconsumption as soon as the deductible is reached) of the current is satisfactory.,en,"Le parlement vient d'accepter une augmentation de la franchise minimale, car elle ne pose aucun problème pour les ménages. Et l'effet de seuil (surconsommation dès que la franchise est atteinte) du courant est satisfaisant."
23683,Les personnes assurées devraient-elles contribuer davantage aux coûts de la santé (p. ex. en augmentant la franchise minimale)?,"cela ne sert à rien car ne fait pas baisser les coûts de la santé mais les déplace. Il faut baisser les coûts par exemple en diminuant le catalogue de base ou bien en limitant l'utilisation des moyens technologiques ou encore en limitant l'accès directe aux spécialistes.
Concernant les caisses, il me semble que la création d'une caisse maladie fédérale pour les maladies incurables et les maladies orphelines serait une bonne chose.",AGAINST,fr,X-Stance,"cela servirait à baisser les coûts de la santé. Plutôt que de, par exemple, diminuer le catalogue de base ou bien limiter l'utilisation des moyens technologiques ou encore limiter l'accès direct aux spécialistes. Concernant les caisses, il me semble que la création d'une caisse maladie fédérale pour les maladies incurables et les maladies orphelines ne serait pas une bonne chose. ","This would serve to lower health care costs. Rather than, for example, reducing the basic catalog or limiting the use of technological means or limiting direct access to specialists. Regarding the funds, it seems to me that the creation of a federal health fund for incurable diseases and orphan diseases would not be a good thing.",en,"Cela servirait à réduire les coûts des soins de santé. Plutôt que, par exemple, de réduire le catalogue de base ou de limiter l'utilisation des moyens technologiques ou de restreindre l'accès direct aux spécialistes. En ce qui concerne les fonds, il me semble que la création d'un fonds de santé fédéral pour les maladies incurables et les maladies orphelines ne serait pas une bonne chose."
89274,L'importation facilitée des denrées alimentaires provenant de l'UE (principe du Cassis de Dijon) devrait-elle être exclue?,"Le principe du cassis de Dijon contribue à soulager la pression sur les bas et moyens revenus en faisant baisser certains prix. Parallèlement, cela pousse les producteurs suisses (pas nécessairement compétitifs niveau prix) à se démarquer grâce à la qualité de leurs produits.",AGAINST,fr,X-Stance,"Le principe du cassis de Dijon contribue à aggraver la pression sur les bas et moyens revenus en faisant augmenter certains prix. Parallèlement, cela empêche les producteurs suisses (pas nécessairement compétitifs niveau prix) de se démarquer grâce à la qualité de leurs produits.","The principle of the Dijon cassis contributes to increasing pressure on low and middle incomes by raising certain prices. At the same time, it prevents Swiss producers (not necessarily competitive in terms of price) from standing out due to the quality of their products.",en,"Le principe du cassis de Dijon contribue à augmenter la pression sur les revenus faibles et moyens en augmentant certains prix. En même temps, il empêche les producteurs suisses (pas nécessairement compétitifs en termes de prix) de se démarquer grâce à la qualité de leurs produits."
88708,La politique régionale de la Confédération doit-elle se concentrer davantage sur le développement économique dans les villes et les agglomérations?,"L'objectif de la politique régionale est en principe de soutenir le développement des régions périphériques. On peut tout à fait soutenir les villes et les agglomérations, mais alors il faut le faire avec d'autres instruments ciblés et adaptés et, comme pour la politique régionale, soumettre ces soutiens à des critères de durabilité.",AGAINST,fr,X-Stance,"L'objectif de la politique régionale devrait être de soutenir toutes les régions, ainsi que les villes et les agglomérations, d'une manière qui soit équitable, et soumise à des critères de durabilité. ","The objective of regional policy should be to support all regions, as well as cities and agglomerations, in a way that is fair and subject to sustainability criteria.",en,"L'objectif de la politique régionale devrait être de soutenir toutes les régions, ainsi que les villes et les agglomérations, de manière équitable et soumise à des critères de durabilité."
25526,La Confédération devrait-elle accroître son soutien financier à la formation continue et à la reconversion professionnelle?,"Oui. Le drame vécu par les imprimeurs typos, poussés brusquement à passer de la typographie à l'offset et autres techniques informatisées, a révélé une grande irresponsabilité de l'État et des magnats de la branche reconvertie.",FAVOR,fr,X-Stance,"Non. Le drame vécu par les imprimeurs typos, poussés brusquement à passer de la typographie à l’offset et autres techniques informatisées, montre que l’intervention de l’État et des magnats de la branche reconvertie a été déjà excessive et mal orientée.","No. The drama experienced by typographic printers, suddenly pushed to switch from typography to offset and other computerized techniques, shows that the intervention of the state and the moguls of the reconverted branch has already been excessive and misdirected.",en,"Non. Le drame vécu par les imprimeurs typographiques, soudainement poussés à passer de la typographie à l'offset et à d'autres techniques informatisées, montre que l'intervention de l'État et des magnats de la branche reconvertie a déjà été excessive et mal orientée."
81272,Seriez-vous favorable à l'introduction d'un quota de femmes au sein des conseils d'administration et des directions des entreprises cotées en bourse?,Le concept de quota est contraire au principe d'égalité des chances.,AGAINST,fr,X-Stance, Le concept de quota est une action efficace en faveur du principe d'égalité des chances. ,The concept of quotas is an effective action in favor of the principle of equal opportunities.,en,Le concept de quotas est une action efficace en faveur du principe de l'égalité des chances.
46497,"Selon vous, les moyens légaux permettant de recourir à l’analyse ADN lors d’enquêtes devraient-ils être étendus?",Ces deux institutions - justice et police -  avant d'obtenir des moyens supplémentaires d'analyses doivent réformer leurs fonctionnements.,AGAINST,fr,X-Stance,Ces deux institutions - justice et police - ont besoin d'obtenir des moyens légaux supplémentaires d'analyse et de réformer leurs fonctionnements. ,These two institutions—justice and police—need to obtain additional legal means of analysis and reform their operations.,en,"Ces deux institutions, la justice et la police, doivent obtenir des moyens d'analyse juridiques supplémentaires et réformer leurs opérations."
41229,"Selon vous, les moyens légaux permettant de recourir à l’analyse ADN lors d’enquêtes devraient-ils être étendus?",C'est une manière d'éviter des erreurs et donc de trouver les réels coupables.,FAVOR,fr,X-Stance,C'est une manière de provoquer des erreurs et donc de masquer les réels coupables.,This is a way of causing mistakes and therefore hiding the real culprits.,en,C'est une façon de provoquer des erreurs et donc de cacher les vrais coupables.
74522,"Seriez-vous favorable à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes?","Nous sommes favorables au service civil obligatoire pour toutesn et tous, mais sommes opposé au service militaire obligatoire",AGAINST,fr,X-Stance,"Nous sommes favorables au service civil obligatoire pour toutesn et tous, en particulier au service militaire obligatoire.","We are in favor of compulsory civil service for all, particularly compulsory military service.",en,"Nous sommes en faveur du service civil obligatoire pour tous, en particulier du service militaire obligatoire."
40509,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,Notamment la production d'énergies renouvelables décentralisées et gérée par des collectivités locales.,FAVOR,fr,X-Stance,Surtout décourager la production d'énergies renouvelables décentralisées et gérées par des collectivités locales.,Especially discouraging the production of decentralized renewable energies managed by local communities.,en,En particulier en décourageant la production d'énergies renouvelables décentralisées gérées par les communautés locales.
83136,Seriez-vous favorable à l'introduction d'un quota de femmes au sein des conseils d'administration et des directions des entreprises cotées en bourse?,Il y a d'autres solutions au plafond de verre qui évitent d'étiqueter des personnes selon leur sexe.,AGAINST,fr,X-Stance,Il n'y a pas d'autres solutions au plafond de verre qui évitent d'étiqueter des personnes selon leur sexe.,There are no other solutions to the glass ceiling that avoid labeling people according to their sex.,en,Il n'y a pas d'autres solutions au plafond de verre qui évitent d'étiqueter les gens en fonction de leur sexe.
25093,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,En particulier les énergies renouvelables indigènes.,FAVOR,fr,X-Stance,"Non, même les énergies renouvelables indigènes.","No, not even indigenous renewable energy.",en,"Non, pas même les énergies renouvelables indigènes."
91166,Approuveriez-vous une interdiction générale de publicité pour l’alcool et le tabac?,"Limiter la publicité sur ces produits considérés comme néfastes relèvent du bon sens, particulièrement pour les publicités ayant comme public-cibles les jeunes.",FAVOR,fr,X-Stance,"Limiter la publicité sur ces produits considérés comme néfastes ne relève pas forcément du bon sens, même pour les publicités ayant comme public-cibles les jeunes.","Limiting advertising on these products considered to be harmful does not necessarily make sense, even for advertisements targeting young people.",en,"Limiter la publicité sur ces produits considérés comme nocifs n'a pas nécessairement de sens, même pour les publicités ciblant les jeunes."
23209,"Êtes-vous favorable à l'introduction de péages routiers (""Road pricing"") pour le transport individuel motorisé sur les routes très fréquentées?",Je suis pour une vignette différente pour les suisse et les étrangers qui utilisent nos routes au rabais.,AGAINST,fr,X-Stance,Je suis pour une vignette pour les suisse et les étrangers qui utilisent nos routes.,I am in favor of a vignette for Swiss and foreigners who use our roads.,en,Je suis favorable à une vignette pour les Suisses et les étrangers qui utilisent nos routes.
142508,"Êtes-vous favorable à l'introduction de péages routiers (""Road pricing"") pour le transport individuel motorisé sur les routes très fréquentées?","Il faut envisager la solution de manière multimodale. La tarification de la mobilité vise une utilisation plus efficace des capacités routières et ferroviaire, contrairement au Road pricing qui ne vise qu'à limiter le trafic routier.",AGAINST,fr,X-Stance,"Il faut envisager la solution de manière multimodale. La tarification de la mobilité vise une utilisation plus efficace des capacités routières et ferroviaires, et le Road pricing peut y contribuer en limitant le trafic routier.","The solution must be considered in a multimodal way. Mobility pricing aims for a more efficient use of road and rail capacities, and road pricing can contribute to this by limiting road traffic.",en,"La solution doit être envisagée de manière multimodale. La tarification de la mobilité vise une utilisation plus efficace des capacités routières et ferroviaires, et la tarification routière peut y contribuer en limitant le trafic routier."
30495,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,"Pour les spécialistes de la santé du groupe parlementaire des VERTS, la mise en oeuvre de cette initiative est peu claire. Par ex.: le plafonnement des dépenses se fera-t-il au détriment de la qualité et de la sécurité des soins?",AGAINST,fr,X-Stance,"Pour les spécialistes de la santé du groupe parlementaire des VERTS, la mise en oeuvre de cette initiative est peu claire. Je soutiens l’initiative si, par ex., le plafonnement des dépenses ne se fera pas au détriment de la qualité et de la sécurité des soins.","For the health specialists of the parliamentary group of the GREENS, the implementation of this initiative is unclear. I support the initiative if, for example, the capping of expenses will not be at the expense of the quality and safety of care.",en,"Pour les spécialistes de la santé du groupe parlementaire des VERTS, la mise en œuvre de cette initiative n'est pas claire. Je soutiens l'initiative si, par exemple, la limitation des dépenses ne se fait pas au détriment de la qualité et de la sécurité des soins."
119177,L'État devrait-il engager davantage de moyens financiers dans l'intégration des étrangers?,"Si le thème est aujourd'hui central en Suisse, c'est parce que les étrangers d'aujourd'hui ne se sont pas intégrés comme ceux d'hier (immigration du Sud de l'Europe des années 50 à 70). Il me semble normal que l'État fasse son maximum pour favoriser cette intégration.",FAVOR,fr,X-Stance,"Si le thème n'est pas aujourd'hui central en Suisse, c'est parce que les étrangers d'aujourd'hui s'intègrent comme ceux d'hier (immigration du Sud de l'Europe des années 50 à 70). Il ne me semble pas normal que l'État engage davantage de moyens pour favoriser cette intégration.","If the topic is not central in Switzerland today, it is because today's foreigners are integrating like those of yesterday (immigration from Southern Europe from the 1950s to the '70s). It doesn't seem normal to me that the state is committing more resources to promote this integration.",en,"Si le sujet n'est pas central en Suisse aujourd'hui, c'est parce que les étrangers d'aujourd'hui s'intègrent comme ceux d'hier (l'immigration du sud de l'Europe des années 50 aux années 70). Il ne me semble pas normal que l'État consacre plus de ressources à promouvoir cette intégration."
71798,"Seriez-vous favorable à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes?",L'engagement au service de la communauté ne se fait pas par décret et sous contrainte.,AGAINST,fr,X-Stance,L'engagement au service de la communauté peut se décréter par la contrainte.,Commitment to community service can be enforced by coercion.,en,L'engagement envers le service communautaire peut être imposé par la contrainte.
